Nom de la commune,Populationtotal,Population_string
Voncourt,16,16
Vouécourt,208,208
Vraincourt,94,94
Vroncourt-la-Côte,25,25
Wassy,3031,3031
Ahuillé,1841,1841
Alexain,610,610
Ambrières-les-Vallées,2809,2809
Andouillé,2349,2349
Argentré,2908,2908
Aron,1852,1852
Arquenay,655,655
Assé-le-Bérenger,463,463
Astillé,884,884
Athée,515,515
Averton,601,601
La Baconnière,1967,1967
Bais,1260,1260
Ballots,1312,1312
Bannes,123,123
La Bazoge-Montpinçon,1042,1042
La Bazouge-de-Chemeré,526,526
La Bazouge-des-Alleux,550,550
Bazougers,1119,1119
Beaulieu-sur-Oudon,528,528
Beaumont-Pied-de-Bœuf,193,193
Belgeard,624,624
Bierné-les-Villages,1277,1277
Le Bignon-du-Maine,344,344
La Bigottière,500,500
Blandouet-Saint Jean,624,624
La Boissière,122,122
Bonchamp-lès-Laval,6230,6230
Bouchamps-lès-Craon,573,573
Bouère,1110,1110
Bouessay,755,755
Boulay-les-Ifs,159,159
Le Bourgneuf-la-Forêt,1815,1815
Bourgon,650,650
Brains-sur-les-Marches,274,274
Brecé,837,837
Brée,541,541
La Brûlatte,715,715
Le Buret,312,312
Carelles,271,271
Chailland,1205,1205
Châlons-du-Maine,716,716
Champéon,591,591
Champfrémont,316,316
Champgenéteux,535,535
Changé,6211,6211
Chantrigné,639,639
La Chapelle-Anthenaise,1028,1028
La Chapelle-au-Riboul,511,511
La Chapelle-Craonnaise,360,360
La Chapelle-Rainsouin,418,418
Charchigné,487,487
Château-Gontier-sur-Mayenne,17424,17424
Châtelain,482,482
Châtillon-sur-Colmont,1049,1049
Chemazé,1393,1393
Chémeré-le-Roi,413,413
Chérancé,166,166
Chevaigné-du-Maine,180,180
Colombiers-du-Plessis,503,503
Commer,1227,1227
Congrier,921,921
Contest,873,873
Cosmes,289,289
Cossé-en-Champagne,333,333
Cossé-le-Vivien,3209,3209
Coudray,871,871
Couesmes-Vaucé,382,382
Couptrain,133,133
Courbeveille,645,645
Courcité,927,927
Craon,4685,4685
Crennes-sur-Fraubée,195,195
La Croixille,704,704
La Cropte,215,215
Cuillé,901,901
Daon,507,507
Denazé,167,167
Désertines,480,480
La Dorée,287,287
Entrammes,2298,2298
Ernée,5829,5829
Évron,8903,8903
Fontaine-Couverte,447,447
Forcé,1131,1131
Fougerolles-du-Plessis,1220,1220
Fromentières,842,842
Gastines,168,168
Le Genest-Saint-Isle,2192,2192
Gennes-Longuefuye,1351,1351
Gesnes,233,233
Gesvres,530,530
Gorron,2615,2615
La Gravelle,552,552
Grazay,633,633
Grez-en-Bouère,1030,1030
La Haie-Traversaine,485,485
Le Ham,403,403
Hambers,623,623
Hardanges,204,204
Hercé,324,324
Le Horps,764,764
Houssay,496,496
Le Housseau-Brétignolles,248,248
L' Huisserie,4397,4397
Izé,467,467
Javron-les-Chapelles,1407,1407
Jublains,750,750
Juvigné,1470,1470
Landivy,1171,1171
Larchamp,1127,1127
Lassay-les-Châteaux,2315,2315
Laubrières,360,360
Launay-Villiers,390,390
Laval,52284,52284
Lesbois,196,196
Levaré,300,300
Lignières-Orgères,758,758
Livet,159,159
Livré-la-Touche,765,765
Loiron-Ruillé,2728,2728
Loupfougères,414,414
Louverné,4396,4396
Louvigné,1167,1167
Madré,299,299
Maisoncelles-du-Maine,527,527
Marcillé-la-Ville,822,822
Marigné-Peuton,562,562
Martigné-sur-Mayenne,1881,1881
Mayenne,13551,13551
Mée,227,227
Ménil,968,968
Méral,1113,1113
Meslay-du-Maine,2945,2945
Mézangers,670,670
Montaudin,923,923
Montenay,1385,1385
Montflours,261,261
Montigné-le-Brillant,1328,1328
Montjean,1056,1056
Montreuil-Poulay,382,382
Montsûrs,3288,3288
Moulay,980,980
Neau,777,777
Neuilly-le-Vendin,354,354
Niafles,357,357
Nuillé-sur-Vicoin,1236,1236
Oisseau,1209,1209
Olivet,427,427
Origné,428,428
La Pallu,199,199
Parigné-sur-Braye,865,865
Parné-sur-Roc,1377,1377
Le Pas,559,559
La Pellerine,345,345
Peuton,237,237
Placé,348,348
Pommerieux,680,680
Pontmain,838,838
Port-Brillet,1829,1829
Pré-en-Pail-Saint-Samson,2409,2409
Préaux,173,173
Prée-d'Anjou,1466,1466
Quelaines-Saint-Gault,2222,2222
Ravigny,245,245
Renazé,2574,2574
Rennes-en-Grenouilles,109,109
Le Ribay,470,470
La Roche-Neuville,1205,1205
La Roë,247,247
La Rouaudière,332,332
Ruillé-Froid-Fonds,581,581
Sacé,507,507
Saint-Aignan-de-Couptrain,384,384
Saint-Aignan-sur-Roë,918,918
Saint-Aubin-du-Désert,247,247
Saint-Aubin-Fosse-Louvain,223,223
Saint-Baudelle,1162,1162
Saint-Berthevin,7585,7585
Saint-Berthevin-la-Tannière,335,335
Saint-Brice,541,541
Saint-Calais-du-Désert,394,394
Saint-Charles-la-Forêt,213,213
Saint-Cyr-en-Pail,507,507
Saint-Cyr-le-Gravelais,558,558
Saint-Denis-d'Anjou,1587,1587
Saint-Denis-de-Gastines,1544,1544
Saint-Denis-du-Maine,437,437
Saint-Ellier-du-Maine,518,518
Saint-Erblon,176,176
Saint-Fraimbault-de-Prières,1027,1027
Saint-Georges-Buttavent,1482,1482
Saint-Georges-le-Fléchard,430,430
Saint-Georges-sur-Erve,395,395
Saint-Germain-d'Anxure,397,397
Saint-Germain-de-Coulamer,359,359
Saint-Germain-le-Fouilloux,1197,1197
Saint-Germain-le-Guillaume,505,505
Saint-Hilaire-du-Maine,887,887
Saint-Jean-sur-Mayenne,1702,1702
Saint-Julien-du-Terroux,244,244
Saint-Léger,311,311
Saint-Loup-du-Dorat,366,366
Saint-Loup-du-Gast,378,378
Saint-Mars-du-Désert,167,167
Saint-Mars-sur-Colmont,482,482
Saint-Mars-sur-la-Futaie,548,548
Saint-Martin-de-Connée,429,429
Saint-Martin-du-Limet,450,450
Saint-Michel-de-la-Roë,274,274
Saint-Ouën-des-Toits,1784,1784
Saint-Pierre-des-Landes,955,955
Saint-Pierre-des-Nids,2017,2017
Saint-Pierre-la-Cour,2213,2213
Saint-Pierre-sur-Erve,143,143
Saint-Pierre-sur-Orthe,473,473
Saint-Poix,411,411
Saint-Quentin-les-Anges,442,442
Saint-Saturnin-du-Limet,521,521
Saint-Thomas-de-Courceriers,189,189
Sainte-Gemmes-le-Robert,878,878
Sainte-Marie-du-Bois,221,221
Sainte-Suzanne-et-Chammes,1311,1311
Saulges,322,322
La Selle-Craonnaise,970,970
Senonnes,365,365
Simplé,456,456
Soucé,167,167
Soulgé-sur-Ouette,1115,1115
Thorigné-en-Charnie,198,198
Thubœuf,297,297
Torcé-Viviers-en-Charnie,771,771
Trans,236,236
Vaiges,1180,1180
Val-du-Maine,957,957
Vautorte,604,604
Vieuvy,126,126
Villaines-la-Juhel,2851,2851
Villepail,178,178
Villiers-Charlemagne,1145,1145
Vimarcé,238,238
Voutré,924,924
Abaucourt,303,303
Abbéville-lès-Conflans,230,230
Aboncourt,105,105
Affléville,181,181
Affracourt,111,111
Agincourt,445,445
Aingeray,547,547
Allain,492,492
Allamont,161,161
Allamps,524,524
Allondrelle-la-Malmaison,646,646
Amance,345,345
Amenoncourt,80,80
Ancerviller,297,297
Anderny,260,260
Andilly,293,293
Angomont,79,79
Anoux,273,273
Ansauville,83,83
Anthelupt,466,466
Armaucourt,227,227
Arnaville,572,572
Arracourt,248,248
Arraye-et-Han,366,366
Art-sur-Meurthe,1713,1713
Athienville,179,179
Atton,844,844
Auboué,2543,2543
Audun-le-Roman,2512,2512
Autrepierre,82,82
Autreville-sur-Moselle,282,282
Autrey,188,188
Avillers,123,123
Avrainville,229,229
Avricourt,389,389
Avril,1146,1146
Azelot,424,424
Azerailles,789,789
Baccarat,4392,4392
Badonviller,1582,1582
Bagneux,165,165
Bainville-aux-Miroirs,306,306
Bainville-sur-Madon,1409,1409
Barbas,193,193
Barbonville,444,444
Barisey-au-Plain,406,406
Barisey-la-Côte,229,229
Les Baroches,365,365
Baslieux,596,596
Bathelémont,65,65
Batilly,1280,1280
Battigny,144,144
Bauzemont,160,160
Bayon,1626,1626
Bayonville-sur-Mad,306,306
Bazailles,144,144
Beaumont,72,72
Béchamps,88,88
Belleau,755,755
Belleville,1458,1458
Bénaménil,594,594
Benney,661,661
Bernécourt,184,184
Bertrambois,314,314
Bertrichamps,1117,1117
Bettainvillers,393,393
Beuveille,771,771
Beuvezin,98,98
Beuvillers,432,432
Bey-sur-Seille,169,169
Bezange-la-Grande,159,159
Bezaumont,268,268
Bicqueley,918,918
Bienville-la-Petite,34,34
Bionville,120,120
Blainville-sur-l'Eau,4059,4059
Blâmont,1084,1084
Blémerey,64,64
Blénod-lès-Pont-à-Mousson,4648,4648
Blénod-lès-Toul,1098,1098
Bois-de-Haye,2359,2359
Boismont,421,421
Boncourt,177,177
Bonviller,186,186
Borville,99,99
Boucq,367,367
Bouillonville,159,159
Bouvron,242,242
Bouxières-aux-Chênes,1442,1442
Bouxières-aux-Dames,4255,4255
Bouxières-sous-Froidmont,373,373
Bouzanville,62,62
Brainville,162,162
Bralleville,177,177
Bratte,44,44
Bréhain-la-Ville,417,417
Bréménil,114,114
Brémoncourt,170,170
Brin-sur-Seille,794,794
Brouville,133,133
Bruley,616,616
Bruville,231,231
Buissoncourt,267,267
Bulligny,546,546
Bures,64,64
Buriville,77,77
Burthecourt-aux-Chênes,116,116
Ceintrey,934,934
Cerville,578,578
Chaligny,2881,2881
Chambley-Bussières,704,704
Champenoux,1431,1431
Champey-sur-Moselle,347,347
Champigneulles,6815,6815
Chanteheux,2185,2185
Chaouilley,113,113
Charency-Vezin,625,625
Charey,85,85
Charmes-la-Côte,343,343
Charmois,191,191
Chaudeney-sur-Moselle,726,726
Chavigny,1857,1857
Chazelles-sur-Albe,44,44
Chenevières,504,504
Chenicourt,228,228
Chenières,649,649
Choloy-Ménillot,746,746
Cirey-sur-Vezouze,1670,1670
Clayeures,188,188
Clémery,509,509
Clérey-sur-Brenon,69,69
Coincourt,132,132
Colmey,257,257
Colombey-les-Belles,1480,1480
Conflans-en-Jarnisy,2393,2393
Cons-la-Grandville,540,540
Cosnes-et-Romain,2745,2745
Courbesseaux,340,340
Courcelles,107,107
Coyviller,142,142
Crantenoy,154,154
Crépey,401,401
Crévéchamps,395,395
Crévic,925,925
Crézilles,285,285
Crion,96,96
Croismare,648,648
Crusnes,1591,1591
Custines,3105,3105
Cutry,1061,1061
Damelevières,3261,3261
Dampvitoux,58,58
Deneuvre,537,537
Deuxville,430,430
Diarville,544,544
Dieulouard,4807,4807
Dolcourt,131,131
Dombasle-sur-Meurthe,9926,9926
Domèvre-en-Haye,394,394
Domèvre-sur-Vezouze,306,306
Domgermain,1198,1198
Domjevin,258,258
Dommarie-Eulmont,89,89
Dommartemont,613,613
Dommartin-la-Chaussée,36,36
Dommartin-lès-Toul,2023,2023
Dommartin-sous-Amance,280,280
Domprix,90,90
Domptail-en-l'Air,72,72
Doncourt-lès-Conflans,1206,1206
Doncourt-lès-Longuyon,305,305
Drouville,209,209
Écrouves,4428,4428
Einvaux,366,366
Einville-au-Jard,1206,1206
Emberménil,263,263
Épiez-sur-Chiers,188,188
Éply,308,308
Erbéviller-sur-Amezule,78,78
Errouville,741,741
Essey-et-Maizerais,371,371
Essey-la-Côte,81,81
Essey-lès-Nancy,8983,8983
Étreval,62,62
Eulmont,1100,1100
Euvezin,112,112
Faulx,1354,1354
Favières,600,600
Fécocourt,111,111
Fenneviller,97,97
Ferrières,300,300
Fey-en-Haye,79,79
Fillières,518,518
Flainval,204,204
Flavigny-sur-Moselle,1873,1873
Fléville-devant-Nancy,2290,2290
Fléville-Lixières,323,323
Flin,389,389
Flirey,152,152
Fontenoy-la-Joûte,320,320
Fontenoy-sur-Moselle,379,379
Forcelles-Saint-Gorgon,146,146
Forcelles-sous-Gugney,96,96
Foug,2692,2692
Fraimbois,392,392
Fraisnes-en-Saintois,106,106
Francheville,283,283
Franconville,85,85
Fréménil,220,220
Frémonville,189,189
Fresnois-la-Montagne,423,423
Friauville,372,372
Frolois,716,716
Frouard,6637,6637
Froville,125,125
Gélacourt,169,169
Gélaucourt,68,68
Gellenoncourt,77,77
Gémonville,75,75
Gerbécourt-et-Haplemont,231,231
Gerbéviller,1368,1368
Germiny,226,226
Germonville,116,116
Gézoncourt,180,180
Gibeaumeix,167,167
Giraumont,1337,1337
Giriviller,70,70
Glonville,364,364
Gogney,47,47
Gondrecourt-Aix,180,180
Gondreville,2831,2831
Gondrexon,45,45
Gorcy,2806,2806
Goviller,434,434
Grand-Failly,342,342
Grimonviller,92,92
Gripport,286,286
Griscourt,134,134
Grosrouvres,63,63
Gugney,79,79
Gye,255,255
Hablainville,226,226
Hagéville,116,116
Haigneville,58,58
Halloville,77,77
Hammeville,181,181
Hamonville,97,97
Han-devant-Pierrepont,152,152
Hannonville-Suzémont,264,264
Haraucourt,738,738
Harbouey,119,119
Haroué,516,516
Hatrize,782,782
Haucourt-Moulaine,3283,3283
Haudonville,93,93
Haussonville,311,311
Heillecourt,5611,5611
Hénaménil,150,150
Herbéviller,238,238
Hériménil,974,974
Herserange,4437,4437
Hoéville,198,198
Homécourt,6230,6230
Houdelmont,213,213
Houdemont,2175,2175
Houdreville,435,435
Housséville,161,161
Hudiviller,361,361
Hussigny-Godbrange,3634,3634
Igney,130,130
Jaillon,484,484
Jarny,8468,8468
Jarville-la-Malgrange,9523,9523
Jaulny,209,209
Jeandelaincourt,817,817
Jeandelize,379,379
Jevoncourt,100,100
Jezainville,982,982
Jolivet,922,922
Joppécourt,166,166
Jouaville,307,307
Joudreville,1183,1183
Juvrecourt,59,59
Jœuf,6605,6605
Labry,1595,1595
Lachapelle,267,267
Lagney,511,511
Laître-sous-Amance,408,408
Laix,211,211
Lalœuf,294,294
Lamath,202,202
Landécourt,92,92
Landremont,147,147
Landres,1084,1084
Laneuvelotte,441,441
Laneuveville-aux-Bois,322,322
Laneuveville-derrière-Foug,153,153
Laneuveville-devant-Bayon,232,232
Laneuveville-devant-Nancy,6651,6651
Lanfroicourt,131,131
Lantéfontaine,783,783
Laronxe,374,374
Laxou,14658,14658
Lay-Saint-Christophe,2509,2509
Lay-Saint-Remy,357,357
Lebeuville,179,179
Leintrey,145,145
Lemainville,378,378
Leménil-Mitry,3,3
Lenoncourt,601,601
Lesménils,504,504
Létricourt,236,236
Lexy,3791,3791
Leyr,922,922
Limey-Remenauville,290,290
Lironville,134,134
Liverdun,6148,6148
Loisy,329,329
Longlaville,2525,2525
Longuyon,5381,5381
Longwy,14669,14669
Lorey,99,99
Loromontzey,90,90
Lubey,232,232
Lucey,642,642
Ludres,6316,6316
Lunéville,18683,18683
Lupcourt,457,457
Magnières,292,292
Maidières,1571,1571
Mailly-sur-Seille,247,247
Mairy-Mainville,577,577
Maixe,417,417
Maizières,971,971
Malavillers,136,136
Malleloy,995,995
Malzéville,8393,8393
Mamey,344,344
Mandres-aux-Quatre-Tours,192,192
Mangonville,229,229
Manoncourt-en-Vermois,347,347
Manoncourt-en-Woëvre,249,249
Manonville,248,248
Manonviller,168,168
Marainviller,692,692
Marbache,1718,1718
Maron,841,841
Mars-la-Tour,983,983
Marthemont,42,42
Martincourt,98,98
Mattexey,69,69
Maxéville,9935,9935
Mazerulles,275,275
Méhoncourt,243,243
Ménil-la-Tour,338,338
Mercy-le-Bas,1284,1284
Mercy-le-Haut,279,279
Méréville,1365,1365
Merviller,346,346
Messein,1883,1883
Mexy,2333,2333
Mignéville,190,190
Millery,630,630
Minorville,231,231
Moineville,1098,1098
Moivrons,502,502
Moncel-lès-Lunéville,631,631
Moncel-sur-Seille,530,530
Mont-Bonvillers,962,962
Mont-l'Étroit,92,92
Mont-le-Vignoble,429,429
Mont-Saint-Martin,8917,8917
Mont-sur-Meurthe,1125,1125
Montauville,1072,1072
Montenoy,420,420
Montigny,155,155
Montigny-sur-Chiers,490,490
Montreux,64,64
Morfontaine,1117,1117
Moriviller,94,94
Morville-sur-Seille,147,147
Mouacourt,74,74
Mouaville,99,99
Mousson,107,107
Moutiers,1587,1587
Moutrot,305,305
Moyen,557,557
Murville,249,249
Nancy,105743,105743
Neufmaisons,242,242
Neuves-Maisons,6795,6795
Neuviller-lès-Badonviller,96,96
Neuviller-sur-Moselle,236,236
Nomeny,1196,1196
Nonhigny,127,127
Norroy-le-Sec,429,429
Norroy-lès-Pont-à-Mousson,1209,1209
Noviant-aux-Prés,265,265
Ochey,522,522
Ogéviller,290,290
Ognéville,103,103
Olley,241,241
Omelmont,189,189
Onville,530,530
Ormes-et-Ville,229,229
Othe,36,36
Ozerailles,152,152
Pagney-derrière-Barine,639,639
Pagny-sur-Moselle,4193,4193
Pannes,181,181
Parey-Saint-Césaire,246,246
Parroy,167,167
Parux,71,71
Petit-Failly,87,87
Petitmont,325,325
Pettonville,67,67
Pexonne,367,367
Phlin,43,43
Piennes,2528,2528
Pierre-la-Treiche,494,494
Pierre-Percée,93,93
Pierrepont,880,880
Pierreville,310,310
Pompey,4938,4938
Pont-à-Mousson,14446,14446
Pont-Saint-Vincent,1946,1946
Port-sur-Seille,232,232
Praye,270,270
Prény,360,360
Preutin-Higny,135,135
Pulligny,1183,1183
Pulney,61,61
Pulnoy,5021,5021
Puxe,120,120
Puxieux,255,255
Quevilloncourt,97,97
Raon-lès-Leau,38,38
Raucourt,221,221
Raville-sur-Sânon,102,102
Réchicourt-la-Petite,64,64
Réclonville,77,77
Rehainviller,1059,1059
Reherrey,126,126
Réhon,3894,3894
Reillon,93,93
Rembercourt-sur-Mad,159,159
Remenoville,166,166
Réméréville,565,565
Remoncourt,48,48
Repaix,98,98
Richardménil,2380,2380
Rogéville,179,179
Romain,71,71
Rosières-aux-Salines,2888,2888
Rosières-en-Haye,234,234
Rouves,102,102
Roville-devant-Bayon,794,794
Royaumeix,372,372
Rozelieures,196,196
Saffais,116,116
Saint-Ail,429,429
Saint-Baussant,75,75
Saint-Boingt,74,74
Saint-Clément,878,878
Saint-Firmin,281,281
Saint-Germain,164,164
Saint-Jean-lès-Longuyon,432,432
Saint-Julien-lès-Gorze,163,163
Saint-Marcel,154,154
Saint-Mard,89,89
Saint-Martin,59,59
Saint-Maurice-aux-Forges,104,104
Saint-Max,10075,10075
Saint-Nicolas-de-Port,7595,7595
Saint-Pancré,322,322
Saint-Remimont,359,359
Saint-Rémy-aux-Bois,67,67
Saint-Sauveur,39,39
Saint-Supplet,148,148
Sainte-Geneviève,189,189
Sainte-Pôle,194,194
Saizerais,1525,1525
Sancy,325,325
Sanzey,146,146
Saulnes,2456,2456
Saulxerotte,108,108
Saulxures-lès-Nancy,4175,4175
Saulxures-lès-Vannes,378,378
Saxon-Sion,105,105
Seichamps,5013,5013
Seicheprey,117,117
Selaincourt,182,182
Seranville,100,100
Serres,248,248
Serrouville,699,699
Sexey-aux-Forges,713,713
Sionviller,105,105
Sivry,268,268
Sommerviller,994,994
Sornéville,334,334
Sponville,125,125
Tanconville,115,115
Tantonville,645,645
Tellancourt,570,570
Thélod,251,251
They-sous-Vaudemont,15,15
Thézey-Saint-Martin,205,205
Thiaucourt-Regniéville,1142,1142
Thiaville-sur-Meurthe,578,578
Thiébauménil,389,389
Thil,1905,1905
Thorey-Lyautey,146,146
Thuilley-aux-Groseilles,445,445
Thumeréville,73,73
Tiercelet,667,667
Tomblaine,9164,9164
Tonnoy,724,724
Toul,16113,16113
Tramont-Émy,29,29
Tramont-Lassus,89,89
Tramont-Saint-André,58,58
Tremblecourt,174,174
Trieux,2589,2589
Trondes,561,561
Tronville,203,203
Tucquegnieux,2497,2497
Ugny,745,745
Uruffe,403,403
Vacqueville,250,250
Val de Briey,8473,8473
Val-et-Châtillon,604,604
Valhey,172,172
Valleroy,2368,2368
Vallois,159,159
Vandelainville,142,142
Vandeléville,217,217
Vandières,933,933
Vandœuvre-lès-Nancy,30273,30273
Vannes-le-Châtel,577,577
Varangéville,3689,3689
Vathiménil,355,355
Vaucourt,65,65
Vaudémont,65,65
Vaudeville,159,159
Vaudigny,76,76
Vaxainville,99,99
Vého,103,103
Velaine-sous-Amance,285,285
Velle-sur-Moselle,289,289
Veney,50,50
Vennezey,51,51
Verdenal,163,163
Vézelise,1468,1468
Viéville-en-Haye,151,151
Vigneulles,244,244
Vilcey-sur-Trey,165,165
Villacourt,402,402
Ville-au-Montois,272,272
Ville-au-Val,201,201
Ville-en-Vermois,605,605
Ville-Houdlémont,667,667
Ville-sur-Yron,303,303
Villecey-sur-Mad,347,347
Villers-en-Haye,179,179
Villers-la-Chèvre,588,588
Villers-la-Montagne,1537,1537
Villers-le-Rond,108,108
Villers-lès-Moivrons,148,148
Villers-lès-Nancy,14730,14730
Villers-sous-Prény,353,353
Villerupt,9843,9843
Villette,184,184
Villey-le-Sec,416,416
Villey-Saint-Étienne,1084,1084
Virecourt,476,476
Viterne,740,740
Vitrey,207,207
Vitrimont,409,409
Vittonville,132,132
Viviers-sur-Chiers,683,683
Voinémont,342,342
Vroncourt,271,271
Waville,433,433
Xammes,154,154
Xermaménil,563,563
Xeuilley,940,940
Xirocourt,445,445
Xivry-Circourt,278,278
Xonville,127,127
Xousse,128,128
Xures,109,109
Abainville,306,306
Abaucourt-Hautecourt,110,110
Aincreville,70,70
Amanty,41,41
Ambly-sur-Meuse,247,247
Amel-sur-l'Étang,156,156
Ancemont,570,570
Ancerville,2816,2816
Andernay,261,261
Apremont-la-Forêt,406,406
Arrancy-sur-Crusne,498,498
Aubréville,381,381
Aulnois-en-Perthois,520,520
Autrécourt-sur-Aire,120,120
Autréville-Saint-Lambert,42,42
Avillers-Sainte-Croix,62,62
Avioth,148,148
Avocourt,110,110
Azannes-et-Soumazannes,168,168
Baâlon,293,293
Badonvilliers-Gérauvilliers,143,143
Bannoncourt,158,158
Bantheville,121,121
Bar-le-Duc,15585,15585
Baudonvilliers,389,389
Baudrémont,51,51
Baulny,17,17
Bazeilles-sur-Othain,119,119
Bazincourt-sur-Saulx,153,153
Beauclair,91,91
Beaufort-en-Argonne,145,145
Beaulieu-en-Argonne,38,38
Beaumont-en-Verdunois,0,0
Beausite,256,256
Behonne,635,635
Belleray,520,520
Belleville-sur-Meuse,3146,3146
Belrain,39,39
Belrupt-en-Verdunois,580,580
Beney-en-Woëvre,135,135
Béthelainville,177,177
Béthincourt,37,37
Beurey-sur-Saulx,417,417
Bezonvaux,0,0
Biencourt-sur-Orge,127,127
Billy-sous-Mangiennes,374,374
Bislée,66,66
Blanzée,17,17
Boinville-en-Woëvre,75,75
Boncourt-sur-Meuse,338,338
Bonnet,207,207
Bonzée,363,363
Le Bouchon-sur-Saulx,246,246
Bouconville-sur-Madt,112,112
Bouligny,2597,2597
Bouquemont,111,111
Boureuilles,120,120
Bovée-sur-Barboure,148,148
Boviolles,99,99
Brabant-en-Argonne,109,109
Brabant-le-Roi,234,234
Brabant-sur-Meuse,130,130
Brandeville,189,189
Braquis,120,120
Bras-sur-Meuse,747,747
Brauvilliers,174,174
Bréhéville,171,171
Breux,267,267
Brieulles-sur-Meuse,323,323
Brillon-en-Barrois,691,691
Brixey-aux-Chanoines,88,88
Brizeaux,59,59
Brocourt-en-Argonne,48,48
Brouennes,154,154
Broussey-en-Blois,60,60
Broussey-Raulecourt,287,287
Bure,91,91
Burey-en-Vaux,158,158
Burey-la-Côte,88,88
Buxières-sous-les-Côtes,290,290
Buzy-Darmont,570,570
Cesse,117,117
Chaillon,112,112
Chalaines,324,324
Champneuville,121,121
Champougny,91,91
Chanteraine,189,189
Chardogne,311,311
Charny-sur-Meuse,540,540
Charpentry,24,24
Chassey-Beaupré,91,91
Châtillon-sous-les-Côtes,179,179
Chattancourt,185,185
Chaumont-devant-Damvillers,49,49
Chaumont-sur-Aire,130,130
Chauvency-le-Château,251,251
Chauvency-Saint-Hubert,245,245
Chauvoncourt,472,472
Cheppy,150,150
Chonville-Malaumont,217,217
Cierges-sous-Montfaucon,52,52
Le Claon,60,60
Clermont-en-Argonne,1514,1514
Cléry-le-Grand,93,93
Cléry-le-Petit,187,187
Combles-en-Barrois,823,823
Combres-sous-les-Côtes,123,123
Commercy,5778,5778
Consenvoye,311,311
Contrisson,836,836
Courcelles-en-Barrois,38,38
Courcelles-sur-Aire,40,40
Courouvre,37,37
Cousances-les-Forges,1720,1720
Cousances-lès-Triconville,140,140
Couvertpuis,93,93
Couvonges,160,160
Cuisy,46,46
Culey,144,144
Cumières-le-Mort-Homme,0,0
Cunel,14,14
Dagonville,86,86
Dainville-Bertheléville,120,120
Damloup,139,139
Dammarie-sur-Saulx,437,437
Damvillers,710,710
Dannevoux,232,232
Delouze-Rosières,117,117
Delut,125,125
Demange-Baudignécourt,567,567
Dieppe-sous-Douaumont,191,191
Dieue-sur-Meuse,1479,1479
Dombasle-en-Argonne,414,414
Dombras,142,142
Dommartin-la-Montagne,51,51
Dommary-Baroncourt,745,745
Dompcevrin,311,311
Dompierre-aux-Bois,39,39
Domremy-la-Canne,36,36
Doncourt-aux-Templiers,63,63
Douaumont-Vaux,81,81
Doulcon,457,457
Dugny-sur-Meuse,1331,1331
Dun-sur-Meuse,669,669
Duzey,45,45
Écouviez,516,516
Écurey-en-Verdunois,124,124
Eix,253,253
Les Éparges,68,68
Épiez-sur-Meuse,42,42
Épinonville,72,72
Érize-la-Brûlée,194,194
Érize-la-Petite,57,57
Érize-Saint-Dizier,195,195
Erneville-aux-Bois,163,163
Esnes-en-Argonne,137,137
Étain,3650,3650
Éton,212,212
Étraye,40,40
Euville,1692,1692
Èvres,109,109
Fains-Véel,2201,2201
Flassigny,48,48
Fleury-devant-Douaumont,0,0
Foameix-Ornel,255,255
Fontaines-Saint-Clair,57,57
Forges-sur-Meuse,124,124
Foucaucourt-sur-Thabas,57,57
Fouchères-aux-Bois,138,138
Frémeréville-sous-les-Côtes,138,138
Fresnes-au-Mont,175,175
Fresnes-en-Woëvre,683,683
Froidos,100,100
Fromeréville-les-Vallons,213,213
Fromezey,53,53
Futeau,164,164
Génicourt-sur-Meuse,295,295
Gercourt-et-Drillancourt,110,110
Géry,56,56
Gesnes-en-Argonne,62,62
Geville,636,636
Gimécourt,39,39
Gincrey,65,65
